Symbol,Name,1H Chikou Direction,1H Chikou Count,1H Chikou State,1D Chikou Direction,1D Chikou Count,1D Chikou State,1W Chikou Direction,1W Chikou Count,1W Chikou State,1M Chikou Direction,1M Chikou Count,1M Chikou State,Chikou Score Sum
AIG,American International Group,0,-14,below chikou,-1,-32,below chikou,0,-6,below chikou,0,68,above chikou,16
AIZ,Assurant,-1,-34,below chikou,-1,-10,below chikou,1,58,above chikou,1,26,above chikou,40
AJG,Arthur J. Gallagher & Co.,1,1,above chikou,-1,-7,below chikou,1,7,above chikou,-1,-1,below chikou,0
AKAM,Akamai Technologies,-1,-2,below chikou,-1,-28,below chikou,0,46,above chikou,1,5,above chikou,21
ALB,Albemarle Corporation,-1,-14,below chikou,-1,-10,below chikou,-1,-14,below chikou,1,9,above chikou,-29
ALGN,Align Technology,-1,-20,below chikou,-1,-28,below chikou,-1,-6,below chikou,-1,-49,below chikou,-103
ALL,Allstate,-1,-46,below chikou,-1,-16,below chikou,1,17,above chikou,1,35,above chikou,-10
ALLE,Allegion,1,24,above chikou,-1,-17,below chikou,1,3,above chikou,1,31,above chikou,41
AMAT,Applied Materials,1,41,above chikou,-1,-45,below chikou,1,56,above chikou,1,76,above chikou,128
AMCR,Amcor,-1,-2,below chikou,-1,-12,below chikou,1,3,above chikou,0,4,above chikou,-7
AMD,Advanced Micro Devices,1,56,above chikou,1,12,above chikou,1,67,above chikou,1,35,above chikou,170
AME,Ametek,1,43,above chikou,-1,-18,below chikou,1,55,above chikou,1,116,above chikou,196
AMGN,Amgen,1,47,above chikou,-1,-10,below chikou,1,50,above chikou,1,178,above chikou,265
AMP,Ameriprise Financial,-1,-56,below chikou,-1,-7,below chikou,1,11,above chikou,1,76,above chikou,24
AMT,American Tower,-1,-50,below chikou,-1,-1,below chikou,0,-13,below chikou,-1,-7,below chikou,-71
AMZN,Amazon,-1,-21,below chikou,-1,-13,below chikou,1,25,above chikou,1,31,above chikou,22
ANET,Arista Networks,1,44,above chikou,1,2,above chikou,1,24,above chikou,1,70,above chikou,140
AON,Aon plc,-1,-57,below chikou,-1,-18,below chikou,-1,-4,below chikou,-1,-1,below chikou,-80
AOS,A. O. Smith,1,28,above chikou,-1,-17,below chikou,-1,-29,below chikou,-1,-7,below chikou,-25
APA,APA Corporation,-1,-44,below chikou,1,45,above chikou,0,57,above chikou,1,7,above chikou,65
APD,Air Products,-1,-1,below chikou,-1,-10,below chikou,0,27,above chikou,1,8,above chikou,24
APH,Amphenol,1,35,above chikou,1,1,above chikou,1,18,above chikou,1,77,above chikou,131
APO,Apollo Global Management,-1,-28,below chikou,-1,-7,below chikou,1,7,above chikou,0,116,above chikou,88
APP,AppLovin,-1,-8,below chikou,0,4,above chikou,-1,-17,below chikou,1,29,above chikou,8
APTV,Aptiv,1,5,above chikou,-1,-57,below chikou,-1,-31,below chikou,-1,-44,below chikou,-127
ARE,Alexandria Real Estate Equities,-1,-22,below chikou,1,10,above chikou,1,6,above chikou,-1,-44,below chikou,-50
ARES,Ares Management,-1,-23,below chikou,-1,-11,below chikou,1,7,above chikou,-1,-1,below chikou,-28
ATO,Atmos Energy,-1,-91,below chikou,-1,-38,below chikou,-1,-6,below chikou,1,56,above chikou,-79
AVGO,Broadcom,-1,-15,below chikou,-1,-28,below chikou,1,25,above chikou,1,180,above chikou,162
AVY,Avery Dennison,0,-2,below chikou,-1,-10,below chikou,1,1,above chikou,-1,-7,below chikou,-18
AWK,American Water Works,-1,-42,below chikou,-1,-4,below chikou,0,14,above chikou,0,10,above chikou,-22
AXON,Axon Enterprise,-1,-17,below chikou,-1,-16,below chikou,0,-4,below chikou,1,107,above chikou,70
AXP,American Express,0,-56,below chikou,-1,-17,below chikou,1,4,above chikou,1,34,above chikou,-35
AZO,AutoZone,-1,-1,below chikou,-1,-16,below chikou,-1,-42,below chikou,0,3,above chikou,-56
BA,Boeing,0,-4,below chikou,-1,-18,below chikou,0,-12,below chikou,1,6,above chikou,-28
BAC,Bank of America,0,-70,below chikou,-1,-9,below chikou,1,16,above chikou,1,28,above chikou,-35
BALL,Ball Corporation,-1,-39,below chikou,-1,-17,below chikou,-1,-7,below chikou,-1,-5,below chikou,-68
BAX,Baxter International,-1,-1,below chikou,-1,-14,below chikou,1,19,above chikou,-1,-55,below chikou,-51
BBY,Best Buy,-1,-20,below chikou,1,14,above chikou,1,16,above chikou,1,5,above chikou,15
BDX,Becton Dickinson,1,7,above chikou,-1,-1,below chikou,1,14,above chikou,1,2,above chikou,22
BE,Bloom Energy,1,6,above chikou,1,17,above chikou,1,62,above chikou,1,16,above chikou,101
BEN,Franklin Resources,1,1,above chikou,-1,-11,below chikou,1,72,above chikou,1,14,above chikou,76
BF-B,Brown–Forman,-1,-7,below chikou,-1,-16,below chikou,0,3,above chikou,-1,-46,below chikou,-66
BG,Bunge Global,-1,-67,below chikou,-1,-3,below chikou,-1,-9,below chikou,1,9,above chikou,-70
BIIB,Biogen,1,37,above chikou,1,30,above chikou,1,52,above chikou,0,-25,below chikou,94
BKNG,Booking Holdings,0,-62,below chikou,-1,-15,below chikou,0,-2,below chikou,1,71,above chikou,-8
BKR,Baker Hughes,1,1,above chikou,-1,-11,below chikou,-1,-1,below chikou,1,61,above chikou,50
BLK,BlackRock,1,1,above chikou,-1,-12,below chikou,1,8,above chikou,1,29,above chikou,26
BMY,Bristol Myers Squibb,0,-48,below chikou,-1,-11,below chikou,1,44,above chikou,1,10,above chikou,-5
BNY,BNY Mellon,1,1,above chikou,-1,-9,below chikou,1,152,above chikou,1,32,above chikou,176
BR,Broadridge Financial Solutions,1,7,above chikou,-1,-6,below chikou,0,-4,below chikou,-1,-7,below chikou,-10
BRK-B,Berkshire Hathaway,1,1,above chikou,1,2,above chikou,1,13,above chikou,1,74,above chikou,90
BRO,Brown & Brown,-1,-49,below chikou,-1,-13,below chikou,-1,-3,below chikou,-1,-7,below chikou,-72
BSX,Boston Scientific,-1,-2,below chikou,-1,-12,below chikou,-1,-48,below chikou,-1,-6,below chikou,-68
BX,Blackstone Inc.,-1,-23,below chikou,-1,-11,below chikou,1,7,above chikou,0,31,above chikou,4
BXP,"BXP, Inc.",-1,-21,below chikou,-1,-18,below chikou,1,13,above chikou,0,4,above chikou,-22
C,Citigroup,1,1,above chikou,-1,-7,below chikou,1,75,above chikou,1,31,above chikou,100
CAH,Cardinal Health,-1,-92,below chikou,-1,-10,below chikou,1,16,above chikou,1,71,above chikou,-15
CARR,Carrier Global,1,27,above chikou,-1,-48,below chikou,0,-7,below chikou,-1,-2,below chikou,-30
CASY,Casey's,1,4,above chikou,-1,-22,below chikou,-1,-3,below chikou,1,94,above chikou,73
CAT,Caterpillar Inc.,1,2,above chikou,-1,-50,below chikou,1,66,above chikou,1,73,above chikou,91
CB,Chubb Limited,0,-35,below chikou,-1,-23,below chikou,1,46,above chikou,1,71,above chikou,59
CBOE,Cboe Global Markets,-1,-14,below chikou,-1,-10,below chikou,-1,-2,below chikou,1,67,above chikou,41
CBRE,CBRE Group,-1,-21,below chikou,-1,-16,below chikou,0,4,above chikou,1,27,above chikou,-6
CCI,Crown Castle,-1,-29,below chikou,-1,-3,below chikou,-1,-15,below chikou,-1,-8,below chikou,-55
CCL,Carnival Corporation,-1,-4,below chikou,-1,-25,below chikou,-1,-14,below chikou,1,26,above chikou,-17
CDNS,Cadence Design Systems,1,41,above chikou,0,-17,below chikou,1,1,above chikou,1,192,above chikou,217
CDW,CDW Corporation,-1,-18,below chikou,1,10,above chikou,1,12,above chikou,-1,-13,below chikou,-9
CEG,Constellation Energy,0,-6,below chikou,-1,-8,below chikou,-1,-28,below chikou,1,31,above chikou,-11
CF,CF Industries,-1,-42,below chikou,-1,-1,below chikou,0,33,above chikou,1,17,above chikou,7
CFG,Citizens Financial Group,0,-56,below chikou,-1,-25,below chikou,1,66,above chikou,1,17,above chikou,2
CHD,Church & Dwight,0,57,above chikou,-1,-12,below chikou,1,1,above chikou,0,-5,below chikou,41
CHRW,C.H. Robinson,-1,-43,below chikou,0,12,above chikou,-1,-9,below chikou,1,15,above chikou,-25
CHTR,Charter Communications,-1,-55,below chikou,-1,-12,below chikou,-1,-62,below chikou,-1,-15,below chikou,-144
CI,Cigna,-1,-48,below chikou,-1,-4,below chikou,1,21,above chikou,-1,-12,below chikou,-43
CIEN,Ciena,-1,-8,below chikou,-1,-29,below chikou,-1,-1,below chikou,1,26,above chikou,-12
CINF,Cincinnati Financial,-1,-44,below chikou,-1,-36,below chikou,1,16,above chikou,1,32,above chikou,-32
CL,Colgate-Palmolive,-1,-20,below chikou,-1,-18,below chikou,1,1,above chikou,-1,-1,below chikou,-38
CLX,Clorox,-1,-13,below chikou,-1,-16,below chikou,-1,-11,below chikou,-1,-17,below chikou,-57
CMCSA,Comcast,-1,-57,below chikou,-1,-8,below chikou,-1,-17,below chikou,-1,-18,below chikou,-100
CME,CME Group,-1,-15,below chikou,0,43,above chikou,-1,-15,below chikou,1,37,above chikou,50
CMG,Chipotle Mexican Grill,-1,-63,below chikou,-1,-3,below chikou,0,3,above chikou,-1,-12,below chikou,-75
CMI,Cummins,0,-79,below chikou,-1,-45,below chikou,0,-5,below chikou,1,39,above chikou,-90
CMS,CMS Energy,-1,-83,below chikou,-1,-40,below chikou,-1,-6,below chikou,1,26,above chikou,-103
CNC,Centene Corporation,-1,-43,below chikou,-1,-4,below chikou,1,38,above chikou,-1,-30,below chikou,-39
CNP,CenterPoint Energy,-1,-29,below chikou,-1,-40,below chikou,-1,-6,below chikou,1,23,above chikou,-52
COF,Capital One,-1,-52,below chikou,-1,-11,below chikou,1,7,above chikou,1,28,above chikou,-28
COHR,Coherent Corp.,-1,-16,below chikou,-1,-11,below chikou,1,63,above chikou,1,27,above chikou,63
COIN,Coinbase,-1,-9,below chikou,1,25,above chikou,0,-3,below chikou,-1,-5,below chikou,8
COO,Cooper Companies (The),0,10,above chikou,-1,-18,below chikou,-1,-23,below chikou,-1,-17,below chikou,-48
COP,ConocoPhillips,1,2,above chikou,0,46,above chikou,0,44,above chikou,1,3,above chikou,95
COR,Cencora,-1,-7,below chikou,-1,-1,below chikou,-1,-23,below chikou,1,83,above chikou,52
COST,Costco,1,27,above chikou,-1,-16,below chikou,-1,-10,below chikou,1,190,above chikou,191
CPAY,Corpay,1,7,above chikou,-1,-5,below chikou,1,25,above chikou,1,34,above chikou,61
CPRT,Copart,-1,-91,below chikou,-1,-3,below chikou,-1,-71,below chikou,-1,-11,below chikou,-176
CPT,Camden Property Trust,-1,-155,below chikou,-1,-37,below chikou,1,24,above chikou,-1,-1,below chikou,-169
CRH,CRH plc,-1,-21,below chikou,-1,-47,below chikou,-1,-30,below chikou,1,76,above chikou,-22
CRL,Charles River Laboratories,1,14,above chikou,1,1,above chikou,1,14,above chikou,1,2,above chikou,31
CRM,Salesforce,1,1,above chikou,1,43,above chikou,1,6,above chikou,-1,-1,below chikou,49
CRWD,CrowdStrike,1,70,above chikou,1,9,above chikou,1,20,above chikou,1,32,above chikou,131
CSCO,Cisco,0,-28,below chikou,-1,-29,below chikou,1,110,above chikou,1,27,above chikou,80
CSGP,CoStar Group,-1,-48,below chikou,-1,-6,below chikou,-1,-50,below chikou,-1,-12,below chikou,-116
CSX,CSX Corporation,1,8,above chikou,-1,-19,below chikou,1,66,above chikou,1,17,above chikou,72
CTAS,Cintas,1,9,above chikou,-1,-17,below chikou,1,11,above chikou,1,190,above chikou,193
CTSH,Cognizant,-1,-44,below chikou,0,42,above chikou,-1,-33,below chikou,-1,-8,below chikou,-43
CTVA,Corteva,-1,-22,below chikou,1,13,above chikou,0,34,above chikou,1,25,above chikou,50
CVNA,Carvana,-1,-22,below chikou,-1,-8,below chikou,1,5,above chikou,1,27,above chikou,2
CVS,CVS Health,1,5,above chikou,-1,-36,below chikou,1,21,above chikou,1,14,above chikou,4
CVX,Chevron Corporation,1,6,above chikou,1,46,above chikou,0,51,above chikou,1,14,above chikou,117
D,Dominion Energy,-1,-90,below chikou,-1,-38,below chikou,1,68,above chikou,1,20,above chikou,-40
DAL,Delta Air Lines,1,36,above chikou,-1,-26,below chikou,1,28,above chikou,1,32,above chikou,70
DASH,DoorDash,-1,-56,below chikou,-1,-12,below chikou,1,8,above chikou,1,30,above chikou,-30
DD,DuPont,1,50,above chikou,-1,-20,below chikou,0,-6,below chikou,1,15,above chikou,39
DDOG,Datadog,1,37,above chikou,1,1,above chikou,1,21,above chikou,1,5,above chikou,64
DE,Deere & Company,-1,-7,below chikou,1,30,above chikou,1,37,above chikou,1,76,above chikou,136
DECK,Deckers Brands,-1,-6,below chikou,-1,-59,below chikou,-1,-10,below chikou,-1,-7,below chikou,-82
DELL,Dell Technologies,0,-28,below chikou,1,24,above chikou,1,31,above chikou,1,78,above chikou,105
DG,Dollar General,1,10,above chikou,0,6,above chikou,0,-17,below chikou,0,-7,below chikou,-8
DGX,Quest Diagnostics,1,2,above chikou,0,77,above chikou,1,37,above chikou,1,30,above chikou,146
DHI,D. R. Horton,0,-2,below chikou,-1,-17,below chikou,1,1,above chikou,0,77,above chikou,59
DHR,Danaher Corporation,1,63,above chikou,1,78,above chikou,1,6,above chikou,-1,-8,below chikou,139
DIS,Walt Disney Company (The),1,14,above chikou,1,1,above chikou,1,6,above chikou,1,2,above chikou,23
DLR,Digital Realty,-1,-20,below chikou,-1,-18,below chikou,1,34,above chikou,1,30,above chikou,26
DLTR,Dollar Tree,0,4,above chikou,-1,-13,below chikou,1,8,above chikou,1,3,above chikou,2
DOC,Healthpeak Properties,-1,-14,below chikou,-1,-35,below chikou,1,21,above chikou,1,11,above chikou,-17
DOV,Dover Corporation,1,18,above chikou,-1,-51,below chikou,-1,-7,below chikou,1,30,above chikou,-10
DOW,Dow Inc.,-1,-5,below chikou,-1,-6,below chikou,-1,-3,below chikou,-1,-21,below chikou,-35
DPZ,Domino's,-1,-112,below chikou,-1,-16,below chikou,-1,-59,below chikou,-1,-7,below chikou,-194
DRI,Darden Restaurants,-1,-10,below chikou,-1,-8,below chikou,0,9,above chikou,1,70,above chikou,61
DTE,DTE Energy,-1,-85,below chikou,-1,-41,below chikou,-1,-6,below chikou,1,25,above chikou,-107
DUK,Duke Energy,-1,-90,below chikou,-1,-38,below chikou,-1,-6,below chikou,1,34,above chikou,-100
DVA,DaVita,-1,-14,below chikou,-1,-1,below chikou,1,33,above chikou,1,32,above chikou,50
DVN,Devon Energy,0,-5,below chikou,1,45,above chikou,0,51,above chikou,1,2,above chikou,93
DXCM,Dexcom,-1,-15,below chikou,-1,-4,below chikou,1,20,above chikou,0,-25,below chikou,-24
EBAY,eBay Inc.,0,-22,below chikou,1,6,above chikou,1,26,above chikou,1,27,above chikou,37
ECHO,EchoStar,-1,-12,below chikou,0,16,above chikou,-1,-14,below chikou,1,25,above chikou,15
ECL,Ecolab,1,24,above chikou,0,3,above chikou,1,1,above chikou,1,31,above chikou,59
ED,Consolidated Edison,-1,-40,below chikou,-1,-5,below chikou,-1,-6,below chikou,1,57,above chikou,6
EFX,Equifax,-1,-56,below chikou,-1,-12,below chikou,-1,-48,below chikou,-1,-8,below chikou,-124
EG,Everest Group,1,3,above chikou,1,11,above chikou,1,22,above chikou,0,-12,below chikou,24
EIX,Edison International,-1,-21,below chikou,-1,-38,below chikou,-1,-5,below chikou,-1,-2,below chikou,-66
EL,Estée Lauder Companies (The),-1,-6,below chikou,1,38,above chikou,1,3,above chikou,0,-41,below chikou,-6
ELV,Elevance Health,-1,-48,below chikou,0,25,above chikou,1,22,above chikou,-1,-24,below chikou,-25
EME,Emcor,1,5,above chikou,-1,-14,below chikou,0,4,above chikou,1,71,above chikou,66
EMR,Emerson Electric,1,39,above chikou,-1,-11,below chikou,1,6,above chikou,1,34,above chikou,68
EOG,EOG Resources,0,-4,below chikou,-1,-3,below chikou,0,33,above chikou,1,8,above chikou,34
EQIX,Equinix,-1,-8,below chikou,-1,-9,below chikou,1,38,above chikou,1,33,above chikou,54
EQT,EQT Corporation,1,24,above chikou,-1,-7,below chikou,-1,-20,below chikou,1,22,above chikou,19
ERIE,Erie Indemnity,-1,-44,below chikou,-1,-7,below chikou,-1,-87,below chikou,-1,-8,below chikou,-146
ES,Eversource Energy,-1,-42,below chikou,-1,-36,below chikou,-1,-5,below chikou,1,13,above chikou,-70
ESS,Essex Property Trust,-1,-6,below chikou,-1,-36,below chikou,1,22,above chikou,0,26,above chikou,6
ETN,Eaton Corporation,0,44,above chikou,0,-11,below chikou,1,25,above chikou,1,119,above chikou,177
ETR,Entergy,-1,-85,below chikou,-1,-41,below chikou,-1,-1,below chikou,1,53,above chikou,-74
EVRG,Evergy,-1,-72,below chikou,-1,-39,below chikou,0,131,above chikou,1,23,above chikou,43
EW,Edwards Lifesciences,-1,-19,below chikou,-1,-12,below chikou,1,9,above chikou,0,12,above chikou,-10
EXC,Exelon,-1,-91,below chikou,-1,-40,below chikou,-1,-6,below chikou,1,22,above chikou,-115
EXE,Expand Energy,-1,-5,below chikou,-1,-7,below chikou,-1,-26,below chikou,1,42,above chikou,4
EXPD,Expeditors International,-1,-28,below chikou,-1,-1,below chikou,1,66,above chikou,1,34,above chikou,71
EXPE,Expedia Group,0,-42,below chikou,-1,-13,below chikou,1,9,above chikou,1,26,above chikou,-20
EXR,Extra Space Storage,-1,-28,below chikou,-1,-23,below chikou,1,1,above chikou,-1,-1,below chikou,-51
F,Ford Motor Company,-1,-89,below chikou,-1,-20,below chikou,1,20,above chikou,0,12,above chikou,-77
FANG,Diamondback Energy,0,-56,below chikou,-1,-5,below chikou,0,51,above chikou,0,3,above chikou,-7
FAST,Fastenal,1,27,above chikou,-1,-10,below chikou,1,25,above chikou,1,119,above chikou,161
FCX,Freeport-McMoRan,-1,-1,below chikou,1,38,above chikou,1,52,above chikou,1,16,above chikou,105
FDS,FactSet,-1,-15,below chikou,-1,-3,below chikou,1,8,above chikou,-1,-13,below chikou,-23
FDX,FedEx,-1,-62,below chikou,-1,-8,below chikou,0,52,above chikou,1,35,above chikou,17
FDXF,FedEx Freight,-1,-56,below chikou,-1,-28,below chikou,0,0,neutral chikou,0,0,neutral chikou,-84
FE,FirstEnergy,-1,-89,below chikou,-1,-33,below chikou,-1,-6,below chikou,1,27,above chikou,-101
FERG,Ferguson Enterprises,1,28,above chikou,-1,-18,below chikou,0,-11,below chikou,1,77,above chikou,76
FFIV,"F5, Inc.",-1,-1,below chikou,1,8,above chikou,1,22,above chikou,1,27,above chikou,56
FICO,Fair Isaac,-1,-49,below chikou,-1,-38,below chikou,-1,-41,below chikou,-1,-7,below chikou,-135
FIS,Fidelity National Information Services,1,1,above chikou,-1,-17,below chikou,-1,-54,below chikou,-1,-8,below chikou,-78
FISV,Fiserv,0,5,above chikou,-1,-16,below chikou,-1,-75,below chikou,-1,-12,below chikou,-98
FITB,Fifth Third Bancorp,-1,-21,below chikou,-1,-26,below chikou,1,26,above chikou,1,27,above chikou,6
FIX,Comfort Systems USA,1,5,above chikou,-1,-26,below chikou,1,69,above chikou,1,68,above chikou,116
FLEX,Flex Ltd.,1,35,above chikou,-1,-58,below chikou,1,72,above chikou,1,71,above chikou,120
FOX,Fox Corporation (Class B),-1,-44,below chikou,-1,-3,below chikou,1,7,above chikou,1,27,above chikou,-13
FOXA,Fox Corporation (Class A),-1,-49,below chikou,-1,-3,below chikou,1,7,above chikou,1,27,above chikou,-18
FRT,Federal Realty Investment Trust,0,-3,below chikou,-1,-37,below chikou,1,55,above chikou,1,16,above chikou,31
FSLR,First Solar,-1,-19,below chikou,-1,-12,below chikou,-1,-1,below chikou,-1,-2,below chikou,-34
FTNT,Fortinet,1,1,above chikou,1,9,above chikou,1,21,above chikou,1,26,above chikou,57
FTV,Fortive,1,25,above chikou,-1,-41,below chikou,0,41,above chikou,0,3,above chikou,28
GD,General Dynamics,-1,-48,below chikou,-1,-18,below chikou,-1,-1,below chikou,1,67,above chikou,0
GDDY,GoDaddy,-1,-7,below chikou,1,57,above chikou,1,6,above chikou,-1,-8,below chikou,48
GE,GE Aerospace,1,26,above chikou,-1,-18,below chikou,1,18,above chikou,1,52,above chikou,78
GEHC,GE HealthCare,0,49,above chikou,-1,-13,below chikou,-1,-23,below chikou,-1,-6,below chikou,7
GEN,Gen Digital,-1,-44,below chikou,-1,-3,below chikou,1,11,above chikou,-1,-1,below chikou,-37
GEV,GE Vernova,1,2,above chikou,-1,-42,below chikou,1,105,above chikou,1,5,above chikou,70
GILD,Gilead Sciences,0,-11,below chikou,1,57,above chikou,1,4,above chikou,1,48,above chikou,98
GIS,General Mills,-1,-34,below chikou,-1,-5,below chikou,-1,-90,below chikou,-1,-24,below chikou,-153
GL,Globe Life,-1,-33,below chikou,-1,-26,below chikou,1,25,above chikou,1,26,above chikou,-8
GLW,Corning Inc.,0,-8,below chikou,-1,-9,below chikou,1,71,above chikou,1,28,above chikou,82
GM,General Motors,-1,-11,below chikou,-1,-16,below chikou,1,10,above chikou,1,28,above chikou,11
GNRC,Generac,0,5,above chikou,-1,-59,below chikou,0,2,above chikou,1,16,above chikou,-36
GOOG,Alphabet Inc. (Class C),-1,-21,below chikou,0,-2,below chikou,1,9,above chikou,1,31,above chikou,17
GOOGL,Alphabet Inc. (Class A),-1,-21,below chikou,0,-2,below chikou,1,59,above chikou,1,31,above chikou,67
GPC,Genuine Parts Company,-1,-1,below chikou,-1,-8,below chikou,1,5,above chikou,0,-8,below chikou,-12
GPN,Global Payments,1,8,above chikou,-1,-4,below chikou,1,10,above chikou,-1,-18,below chikou,-4
GRMN,Garmin,1,31,above chikou,0,-14,below chikou,1,24,above chikou,1,32,above chikou,73
GS,Goldman Sachs,-1,-20,below chikou,-1,-11,below chikou,1,75,above chikou,1,32,above chikou,76
GWW,W. W. Grainger,-1,-7,below chikou,-1,-37,below chikou,1,36,above chikou,1,107,above chikou,99
HAL,Halliburton,-1,-92,below chikou,-1,-3,below chikou,-1,-1,below chikou,0,2,above chikou,-94
HAS,Hasbro,0,-51,below chikou,-1,-15,below chikou,0,-6,below chikou,1,20,above chikou,-52
HBAN,Huntington Bancshares,0,-56,below chikou,-1,-27,below chikou,1,14,above chikou,1,27,above chikou,-42
HCA,HCA Healthcare,1,7,above chikou,1,27,above chikou,-1,-22,below chikou,1,34,above chikou,46
HD,Home Depot (The),-1,-21,below chikou,-1,-17,below chikou,-1,-11,below chikou,-1,-6,below chikou,-55
HIG,Hartford (The),-1,-61,below chikou,-1,-22,below chikou,-1,-6,below chikou,1,70,above chikou,-19
HII,Huntington Ingalls Industries,-1,-133,below chikou,-1,-14,below chikou,-1,-17,below chikou,0,18,above chikou,-146
HLT,Hilton Worldwide,1,25,above chikou,-1,-18,below chikou,1,66,above chikou,1,74,above chikou,147
HON,Honeywell Technologies,1,27,above chikou,-1,-25,below chikou,-1,-7,below chikou,1,29,above chikou,24
HONA,Honeywell Aerospace,-1,-21,below chikou,-1,-45,below chikou,0,0,neutral chikou,0,0,neutral chikou,-66
HOOD,Robinhood Markets,-1,-9,below chikou,1,22,above chikou,1,7,above chikou,1,31,above chikou,51
HPE,Hewlett Packard Enterprise,1,21,above chikou,1,38,above chikou,1,24,above chikou,1,67,above chikou,150
HPQ,HP Inc.,-1,-35,below chikou,1,44,above chikou,1,19,above chikou,0,-18,below chikou,10
HRL,Hormel Foods,-1,-33,below chikou,-1,-27,below chikou,-1,-5,below chikou,-1,-48,below chikou,-113
HSIC,Henry Schein,0,9,above chikou,-1,-11,below chikou,1,47,above chikou,1,10,above chikou,55
HST,Host Hotels & Resorts,0,-2,below chikou,-1,-35,below chikou,1,58,above chikou,1,16,above chikou,37
HSY,Hershey Company (The),-1,-11,below chikou,-1,-16,below chikou,-1,-12,below chikou,-1,-3,below chikou,-42
HUBB,Hubbell Incorporated,1,42,above chikou,-1,-25,below chikou,-1,-6,below chikou,1,76,above chikou,87
HUM,Humana,1,7,above chikou,-1,-4,below chikou,1,20,above chikou,1,4,above chikou,27
HWM,Howmet Aerospace,1,21,above chikou,-1,-23,below chikou,0,-3,below chikou,1,75,above chikou,70
IBKR,Interactive Brokers,-1,-13,below chikou,-1,-1,below chikou,1,152,above chikou,1,70,above chikou,208
IBM,IBM,-1,-14,below chikou,-1,-5,below chikou,-1,-28,below chikou,1,69,above chikou,22
ICE,Intercontinental Exchange,1,1,above chikou,0,50,above chikou,0,6,above chikou,1,3,above chikou,60
IDXX,Idexx Laboratories,0,27,above chikou,-1,-17,below chikou,-1,-30,below chikou,1,17,above chikou,-3
IEX,IDEX Corporation,1,38,above chikou,-1,-15,below chikou,1,40,above chikou,1,3,above chikou,66
IFF,International Flavors & Fragrances,0,28,above chikou,1,3,above chikou,1,34,above chikou,-1,-7,below chikou,58
ILMN,"Illumina, Inc.",1,63,above chikou,1,102,above chikou,1,57,above chikou,1,5,above chikou,227
INCY,Incyte,-1,-20,below chikou,0,67,above chikou,1,16,above chikou,1,14,above chikou,77
INTC,Intel,1,49,above chikou,1,7,above chikou,1,60,above chikou,1,12,above chikou,128
INTU,Intuit,-1,-47,below chikou,-1,-7,below chikou,-1,-44,below chikou,-1,-8,below chikou,-106
INVH,Invitation Homes,-1,-51,below chikou,-1,-20,below chikou,1,22,above chikou,-1,-13,below chikou,-62
IP,International Paper,-1,-9,below chikou,-1,-17,below chikou,0,-31,below chikou,-1,-1,below chikou,-58
IQV,IQVIA,0,14,above chikou,1,65,above chikou,1,8,above chikou,1,2,above chikou,89
IR,Ingersoll Rand,1,36,above chikou,-1,-24,below chikou,-1,-20,below chikou,-1,-6,below chikou,-14
IRM,Iron Mountain,-1,-8,below chikou,-1,-22,below chikou,1,33,above chikou,1,70,above chikou,73
ISRG,Intuitive Surgical,1,77,above chikou,0,2,above chikou,-1,-22,below chikou,-1,-3,below chikou,54
