Datetime,Symbol,Name,1H Chikou Direction,1H Chikou Count,1H Chikou State
2026-09-02 15:30:00+08:00,0002.HK,CLP Holdings Limited,-1,-23,below chikou
2026-09-02 15:30:00+08:00,1929.HK,Chow Tai Fook,-1,-21,below chikou
2026-09-02 15:30:00+08:00,1093.HK,CSPC Pharmaceutical Group,-1,-21,below chikou
2026-09-02 15:30:00+08:00,0968.HK,Xinyi Solar,-1,-21,below chikou
2026-09-02 15:30:00+08:00,0868.HK,Xinyi Glass,-1,-21,below chikou
2026-09-02 15:30:00+08:00,0241.HK,Alibaba Health,-1,-21,below chikou
2026-09-02 15:30:00+08:00,1177.HK,Sino Biopharm,-1,-21,below chikou
2026-09-02 15:30:00+08:00,1209.HK,China Resources Mixc Lifestyle,-1,-21,below chikou
2026-09-02 15:30:00+08:00,9988.HK,Alibaba Group,-1,-21,below chikou
2026-09-02 15:30:00+08:00,2269.HK,WuXi Biologics,-1,-21,below chikou
2026-09-02 15:30:00+08:00,2899.HK,Zijin Mining,-1,-21,below chikou
2026-09-02 15:30:00+08:00,1099.HK,Sinopharm Group,-1,-21,below chikou
2026-09-02 15:30:00+08:00,0960.HK,Longfor Properties,-1,-21,below chikou
2026-09-02 15:30:00+08:00,2318.HK,Ping An Insurance,-1,-19,below chikou
2026-09-02 15:30:00+08:00,9961.HK,Trip.com Group,-1,-16,below chikou
2026-09-02 15:30:00+08:00,2015.HK,Li Auto,-1,-15,below chikou
2026-09-02 15:30:00+08:00,6862.HK,Haidilao,-1,-15,below chikou
2026-09-02 15:30:00+08:00,0836.HK,China Resources Power,-1,-14,below chikou
2026-09-02 15:30:00+08:00,0001.HK,CK Hutchison Holdings Limited,-1,-14,below chikou
2026-09-02 15:30:00+08:00,0700.HK,Tencent Holdings Limited,-1,-14,below chikou
2026-09-02 15:30:00+08:00,9633.HK,Nongfu Spring,-1,-14,below chikou
2026-09-02 15:30:00+08:00,2331.HK,Li-Ning,-1,-14,below chikou
2026-09-02 15:30:00+08:00,0388.HK,HKEx Limited,-1,-14,below chikou
2026-09-02 15:30:00+08:00,0981.HK,Semiconductor Manufacturing International Corporation,-1,-14,below chikou
2026-09-02 15:30:00+08:00,6690.HK,Haier,-1,-13,below chikou
2026-09-02 15:30:00+08:00,2057.HK,ZTO Express,-1,-9,below chikou
2026-09-02 15:30:00+08:00,3692.HK,Hansoh Pharmaceutical Group,-1,-8,below chikou
2026-09-02 15:30:00+08:00,9888.HK,Baidu,-1,-8,below chikou
2026-09-02 15:30:00+08:00,2020.HK,Anta Sports,-1,-7,below chikou
2026-09-02 15:30:00+08:00,9992.HK,Pop Mart,-1,-7,below chikou
2026-09-02 15:30:00+08:00,1088.HK,China Shenhua Energy,-1,-7,below chikou
2026-09-02 15:30:00+08:00,1024.HK,Kuaishou,-1,-1,below chikou
2026-09-02 15:30:00+08:00,0883.HK,CNOOC Limited,-1,-1,below chikou
2026-09-02 15:30:00+08:00,1299.HK,AIA Group Limited,-1,-1,below chikou
2026-09-02 15:30:00+08:00,0992.HK,Lenovo,1,1,above chikou
2026-09-02 15:30:00+08:00,0005.HK,HSBC Holdings plc,1,2,above chikou
2026-09-02 15:30:00+08:00,0941.HK,China Mobile Ltd,0,2,above chikou
2026-09-02 15:30:00+08:00,3690.HK,Meituan,1,3,above chikou
2026-09-02 15:30:00+08:00,1997.HK,Wharf Real Estate Investment Company Limited,1,4,above chikou
2026-09-02 15:30:00+08:00,1810.HK,Xiaomi,0,4,above chikou
2026-09-02 15:30:00+08:00,6618.HK,JD Health,1,4,above chikou
2026-09-02 15:30:00+08:00,1398.HK,Industrial and Commercial Bank of China,1,11,above chikou
2026-09-02 15:30:00+08:00,0267.HK,CITIC Limited,1,18,above chikou
2026-09-02 15:30:00+08:00,3968.HK,China Merchants Bank,1,21,above chikou
2026-09-02 15:30:00+08:00,0939.HK,China Construction Bank,1,21,above chikou
2026-09-02 15:30:00+08:00,0300.HK,Midea Group,1,21,above chikou
2026-09-02 15:30:00+08:00,0857.HK,PetroChina Company Limited,0,24,above chikou
2026-09-02 15:30:00+08:00,2388.HK,BOC Hong Kong (Holdings) Ltd,1,28,above chikou
2026-09-02 15:30:00+08:00,0285.HK,BYD Electronics,1,29,above chikou
2026-09-02 15:30:00+08:00,3988.HK,Bank of China Ltd,1,32,above chikou
2026-09-02 15:30:00+08:00,2688.HK,ENN Energy,1,35,above chikou
2026-09-02 15:30:00+08:00,2382.HK,Sunny Optical,1,50,above chikou
2026-09-02 15:30:00+08:00,2628.HK,China Life,1,58,above chikou
2026-09-02 15:30:00+08:00,0386.HK,Sinopec Corp,0,85,above chikou
