Date,Symbol,Name,1M Chikou Direction,1M Chikou Count,1M Chikou State
2026-09-01,JFJ.L,JPMorgan Japanese Investment Trust,1,28,above chikou
2026-09-01,BNKR.L,Bankers Investment Trust,1,29,above chikou
2026-09-01,ELM.L,Elementis,1,29,above chikou
2026-09-01,ATYM.L,Atalaya Mining,1,29,above chikou
2026-09-01,AJB.L,AJ Bell,1,29,above chikou
2026-09-01,MRC.L,Mercantile Investment Trust,1,29,above chikou
2026-09-01,MNKS.L,Monks Investment Trust,1,29,above chikou
2026-09-01,GNC.L,Greencore,1,29,above chikou
2026-09-01,HRI.L,Herald Investment Trust,1,29,above chikou
2026-09-01,JEDT.L,JPMorgan European Discovery,1,29,above chikou
2026-09-01,FSV.L,Fidelity Special Values,1,29,above chikou
2026-09-01,HANA.L,Hansa Investment Company,1,29,above chikou
2026-09-01,FCH.L,Funding Circle,1,29,above chikou
2026-09-01,CKN.L,Clarkson,1,30,above chikou
2026-09-01,HOC.L,Hochschild Mining,1,30,above chikou
2026-09-01,TRST.L,Trustpilot,1,30,above chikou
2026-09-01,LWDB.L,Law Debenture,1,30,above chikou
2026-09-01,PIN.L,Pantheon International,1,31,above chikou
2026-09-01,KLR.L,Keller Group,1,31,above chikou
2026-09-01,ESCT.L,European Smaller Companies Trust,1,31,above chikou
2026-09-01,AAS.L,Aberdeen Asia Focus,1,31,above chikou
2026-09-01,ASL.L,Aberforth Smaller Companies Trust,1,31,above chikou
2026-09-01,ICGT.L,ICG Enterprise Trust,1,31,above chikou
2026-09-01,PAF.L,Pan African Resources,1,32,above chikou
2026-09-01,KIE.L,Kier Group,1,33,above chikou
2026-09-01,BAG.L,A.G. Barr,0,33,above chikou
2026-09-01,QQ.L,Qinetiq,1,33,above chikou
2026-09-01,BUT.L,Brunner Investment Trust,1,34,above chikou
2026-09-01,ATT.L,Allianz Technology Trust,1,34,above chikou
2026-09-01,CHG.L,Chemring Group,1,34,above chikou
2026-09-01,NAIT.L,North American Income Trust,1,34,above chikou
2026-09-01,COST.L,Costain Group,1,34,above chikou
2026-09-01,CTY.L,City of London Investment Trust,1,34,above chikou
2026-09-01,CWK.L,Cranswick,1,34,above chikou
2026-09-01,PAG.L,Paragon Banking Group,0,34,above chikou
2026-09-01,TCAP.L,TP ICAP,1,34,above chikou
2026-09-01,PPET.L,Patria Private Equity Trust,1,34,above chikou
2026-09-01,HILS.L,Hill & Smith,1,38,above chikou
2026-09-01,TMPL.L,Temple Bar Investment Trust,1,39,above chikou
2026-09-01,GDWN.L,Goodwin,1,47,above chikou
2026-09-01,XPS.L,XPS Pensions,0,52,above chikou
2026-09-01,MTO.L,Mitie,1,52,above chikou
2026-09-01,FGP.L,FirstGroup,0,53,above chikou
2026-09-01,TBCG.L,TBC Bank,1,53,above chikou
2026-09-01,MYI.L,Murray International Trust,1,54,above chikou
2026-09-01,UEM.L,Utilico Emerging Markets,1,54,above chikou
2026-09-01,EDIN.L,Edinburgh Investment Trust,1,63,above chikou
2026-09-01,BBY.L,Balfour Beatty,1,68,above chikou
2026-09-01,GFRD.L,Galliford Try,1,70,above chikou
2026-09-01,JEGI.L,JPMorgan European Growth & Income,1,70,above chikou
2026-09-01,PLUS.L,Plus500,1,70,above chikou
2026-09-01,AGT.L,AVI Global Trust,1,72,above chikou
2026-09-01,BMY.L,Bloomsbury Publishing,0,72,above chikou
2026-09-01,JGGI.L,JPMorgan Global Growth & Income,1,77,above chikou
2026-09-01,PFD.L,Premier Foods,1,78,above chikou
2026-09-01,JAM.L,JPMorgan American Investment Trust,1,78,above chikou
2026-09-01,FEV.L,Fidelity European Trust,1,78,above chikou
2026-09-01,PCGH.L,Polar Capital Global Healthcare Trust,1,78,above chikou
2026-09-01,BPCR.L,Biopharma Credit,1,89,above chikou
2026-09-01,OCI.L,Oakley Capital Investments,1,118,above chikou
