Date,Symbol,Name,1D Chikou Direction,1D Chikou Count,1D Chikou State
2026-09-25,BRBY.L,Burberry Group,-1,-16,below chikou
2026-09-25,III.L,3i,-1,-16,below chikou
2026-09-25,CTEC.L,Convatec,-1,-15,below chikou
2026-09-25,DGE.L,Diageo,-1,-15,below chikou
2026-09-25,IHG.L,IHG Hotels & Resorts,0,-15,below chikou
2026-09-25,EXPN.L,Experian,-1,-15,below chikou
2026-09-25,ABF.L,Associated British Foods,-1,-15,below chikou
2026-09-25,MNG.L,M&G,-1,-14,below chikou
2026-09-25,RR.L,Rolls-Royce Holdings,-1,-13,below chikou
2026-09-25,INF.L,Informa,-1,-13,below chikou
2026-09-25,BTRW.L,Barratt Redrow,-1,-13,below chikou
2026-09-25,PSH.L,Pershing Square Holdings,-1,-13,below chikou
2026-09-25,SGE.L,Sage Group,-1,-12,below chikou
2026-09-25,ICG.L,ICG,-1,-12,below chikou
2026-09-25,INVP.L,Investec,-1,-12,below chikou
2026-09-25,LSEG.L,London Stock Exchange Group,-1,-11,below chikou
2026-09-25,HLMA.L,Halma plc,0,-11,below chikou
2026-09-25,MRO.L,Melrose Industries,-1,-11,below chikou
2026-09-25,NXT.L,Next plc,-1,-11,below chikou
2026-09-25,MTLN.L,Metlen Energy & Metals,0,-10,below chikou
2026-09-25,HSBA.L,HSBC,0,-9,below chikou
2026-09-25,STJ.L,St. James's Place,-1,-9,below chikou
2026-09-25,NWG.L,NatWest Group,0,-6,below chikou
2026-09-25,AAF.L,Airtel Africa,-1,-6,below chikou
2026-09-25,GLEN.L,Glencore,0,-6,below chikou
2026-09-25,ADM.L,Admiral Group,-1,-4,below chikou
2026-09-25,IGG.L,IG Group,0,-3,below chikou
2026-09-25,AV.L,Aviva,-1,-3,below chikou
2026-09-25,FRES.L,Fresnillo plc,0,-2,below chikou
2026-09-25,SDLF.L,Standard Life,-1,-2,below chikou
2026-09-25,GSK.L,GSK plc,-1,-1,below chikou
2026-09-25,RIO.L,Rio Tinto,-1,-1,below chikou
2026-09-25,EZJ.L,EasyJet,1,1,above chikou
2026-09-25,ABDN.L,Aberdeen Group,1,1,above chikou
2026-09-25,IAG.L,International Airlines Group,1,1,above chikou
2026-09-25,BATS.L,British American Tobacco,1,2,above chikou
2026-09-25,ALW.L,Alliance Witan,1,2,above chikou
2026-09-25,CRDA.L,Croda International,0,2,above chikou
2026-09-25,SBRY.L,Sainsbury's,1,2,above chikou
2026-09-25,PSON.L,Pearson plc,1,3,above chikou
2026-09-25,PCT.L,Polar Capital Technology Trust,1,4,above chikou
2026-09-25,SPX.L,Spirax Group,1,4,above chikou
2026-09-25,SMIN.L,Smiths Group,1,4,above chikou
2026-09-25,WEIR.L,Weir,0,4,above chikou
2026-09-25,ANTO.L,Antofagasta plc,1,4,above chikou
2026-09-25,DPLM.L,Diploma,1,4,above chikou
2026-09-25,FCIT.L,F & C Investment Trust,1,4,above chikou
2026-09-25,IMI.L,IMI,1,4,above chikou
2026-09-25,KGF.L,Kingfisher plc,1,4,above chikou
2026-09-25,AAL.L,Anglo American plc,1,5,above chikou
2026-09-25,ULVR.L,Unilever,1,6,above chikou
2026-09-25,SSE.L,SSE plc,1,7,above chikou
2026-09-25,DCC.L,DCC Energy,1,7,above chikou
2026-09-25,SDR.L,Schroders,1,8,above chikou
2026-09-25,AZN.L,AstraZeneca,1,9,above chikou
2026-09-25,TSCO.L,Tesco,1,9,above chikou
2026-09-25,BP.L,BP,1,18,above chikou
2026-09-25,HSX.L,Hiscox,1,20,above chikou
2026-09-25,SMT.L,Scottish Mortgage Investment Trust,1,27,above chikou
2026-09-25,EDV.L,Endeavour Mining,1,37,above chikou
2026-09-25,BGEO.L,Lion Finance Group,1,41,above chikou
2026-09-25,ITH.L,Ithaca Energy,1,42,above chikou
2026-09-25,SHEL.L,Shell plc,1,48,above chikou
2026-09-25,VOD.L,Vodafone Group,1,53,above chikou
2026-09-25,CCC.L,Computacenter,1,54,above chikou
2026-09-25,STAN.L,Standard Chartered,1,74,above chikou
2026-09-25,BEZ.L,Beazley,1,106,above chikou
2026-09-25,ITRK.L,Intertek,1,116,above chikou
