Symbol,Name,1H Chikou Direction,1H Chikou Count,1H Chikou State,1D Chikou Direction,1D Chikou Count,1D Chikou State,1W Chikou Direction,1W Chikou Count,1W Chikou State,1M Chikou Direction,1M Chikou Count,1M Chikou State,Chikou Score Sum
VSVS.L,Vesuvius,0,27,above chikou,-1,-11,below chikou,-1,-9,below chikou,-1,-7,below chikou,0
VTY.L,Vistry Group,-1,-7,below chikou,-1,-5,below chikou,-1,-30,below chikou,-1,-19,below chikou,-61
WIX.L,Wickes,0,-4,below chikou,1,4,above chikou,0,-23,below chikou,1,24,above chikou,1
WIZZ.L,Wizz Air,0,-5,below chikou,0,-14,below chikou,1,3,above chikou,-1,-56,below chikou,-72
WKP.L,Workspace Group,-1,-24,below chikou,0,-4,below chikou,1,1,above chikou,-1,-19,below chikou,-46
WOSG.L,Watches of Switzerland,0,-3,below chikou,-1,-27,below chikou,1,50,above chikou,1,6,above chikou,26
WPP.L,WPP,1,2,above chikou,0,-6,below chikou,1,8,above chikou,-1,-20,below chikou,-16
WWH.L,Worldwide Healthcare Trust,0,-2,below chikou,-1,-11,below chikou,1,14,above chikou,1,14,above chikou,15
XPP.L,XP Power,-1,-12,below chikou,1,29,above chikou,1,36,above chikou,1,6,above chikou,59
XPS.L,XPS Pensions,0,-18,below chikou,-1,-26,below chikou,0,6,above chikou,-1,-1,below chikou,-39
ZIG.L,Zigup,-1,-17,below chikou,-1,-21,below chikou,1,68,above chikou,0,11,above chikou,41
