Date,Symbol,Name,Direction,Count
2022-10-31,JTC.L,JTC,-1.0,25.0
2022-10-31,BIFF.L,Biffa,1.0,25.0
2022-10-31,SOI.L,Schroder Oriental Income Fund,-1.0,25.0
2022-10-31,UKW.L,Greencoat UK Wind,-1.0,26.0
2022-10-31,FOUR.L,4imprint,-1.0,26.0
2022-10-31,BSIF.L,Bluefield Solar Income Fund,-1.0,26.0
2022-10-31,VEIL.L,Vietnam Enterprise Investments,-1.0,26.0
2022-10-31,TRIG.L,The Renewables Infrastructure Group,-1.0,26.0
2022-10-31,FSFL.L,Foresight Solar Fund,-1.0,26.0
2022-10-31,NESF.L,NextEnergy Solar Fund,-1.0,27.0
2022-10-31,DEC.L,Diversified Energy,-1.0,27.0
2022-10-31,TMPL.L,Temple Bar Investment Trust,-1.0,27.0
2022-10-31,BBH.L,Bellevue Healthcare Trust,-1.0,27.0
2022-10-31,DLG.L,Direct Line,-1.0,27.0
2022-10-31,VID.L,Videndum,-1.0,28.0
2022-10-31,ATST.L,Alliance Trust,-1.0,28.0
2022-10-31,BPT.L,Bridgepoint Group,-1.0,28.0
2022-10-31,VMUK.L,Virgin Money UK,-1.0,29.0
2022-10-31,ELM.L,Elementis,-1.0,30.0
2022-10-31,EMG.L,Man Group,-1.0,30.0
2022-10-31,FXPO.L,Ferrexpo,-1.0,30.0
2022-10-31,JLEN.L,JLEN Environmental Assets Group,-1.0,31.0
2022-10-31,OSB.L,OneSavings Bank,-1.0,31.0
2022-10-31,PHLL.L,Petershill Partners,-1.0,32.0
2022-10-31,WHR.L,Warehouse REIT,-1.0,33.0
2022-10-31,INPP.L,International Public Partnerships,-1.0,33.0
2022-10-31,MDC.L,Mediclinic International,-1.0,34.0
2022-10-31,VOF.L,VinaCapital Vietnam Opportunity Fund,-1.0,34.0
2022-10-31,3IN.L,3i Infrastructure,-1.0,34.0
2022-10-31,TLW.L,Tullow Oil,-1.0,37.0
2022-10-31,PIN.L,Pantheon International,-1.0,37.0
2022-10-31,DARK.L,Darktrace,-1.0,37.0
2022-10-31,SAIN.L,Scottish American Investment Company,-1.0,38.0
2022-10-31,TEM.L,Templeton Emerging Markets Investment Trust,-1.0,38.0
2022-10-31,SONG.L,Hipgnosis Songs Fund,-1.0,38.0
2022-10-31,PNL.L,Personal Assets Trust,-1.0,39.0
2022-10-31,WPS.L,W. A. G. Payment Solutions,-1.0,39.0
2022-10-31,MNKS.L,Monks Investment Trust,-1.0,39.0
2022-10-31,CGT.L,Capital Gearing Trust,-1.0,39.0
2022-10-31,JMG.L,JPMorgan Emerging Markets Investment Trust,-1.0,39.0
2022-10-31,ATT.L,Allianz Technology Trust,-1.0,40.0
2022-10-31,WIZZ.L,Wizz Air,-1.0,40.0
2022-10-31,FEML.L,Fidelity Emerging Markets,-1.0,40.0
2022-10-31,HVPE.L,HarbourVest Global Private Equity,-1.0,40.0
2022-10-31,APAX.L,Apax Global Alpha,-1.0,40.0
2022-10-31,MTO.L,Mitie,-1.0,40.0
2022-10-31,IBST.L,Ibstock,-1.0,41.0
2022-10-31,PAG.L,Paragon Banking Group,-1.0,42.0
2022-10-31,CLDN.L,Caledonia Investments,-1.0,42.0
2022-10-31,EOT.L,European Opportunities Trust,-1.0,42.0
2022-10-31,BOY.L,Bodycote,-1.0,42.0
2022-10-31,PETS.L,Pets at Home,-1.0,42.0
2022-10-31,MYI.L,Murray International Trust,-1.0,42.0
2022-10-31,BNKR.L,Bankers Investment Trust,-1.0,42.0
2022-10-31,QLT.L,Quilter,-1.0,42.0
2022-10-31,PCT.L,Polar Capital Technology Trust,-1.0,42.0
2022-10-31,AGT.L,AVI Global Trust,-1.0,42.0
2022-10-31,IEM.L,Impax Environmental Markets,-1.0,42.0
2022-10-31,HMSO.L,Hammerson,-1.0,42.0
2022-10-31,JUST.L,Just Group,-1.0,42.0
2022-10-31,JFJ.L,JPMorgan Japanese Investment Trust,-1.0,42.0
2022-10-31,SHED.L,Urban Logistics REIT,-1.0,42.0
2022-10-31,TUI.L,TUI AG,-1.0,42.0
2022-10-31,WTAN.L,Witan Investment Trust,-1.0,42.0
2022-10-31,FAN.L,Volution Group,-1.0,42.0
2022-10-31,GSCT.L,Global Smaller Companies Trust,-1.0,43.0
2022-10-31,THRL.L,Target Healthcare REIT,-1.0,43.0
2022-10-31,MUT.L,Murray Income Trust,-1.0,43.0
2022-10-31,EWI.L,Edinburgh Worldwide Investment Trust,-1.0,43.0
2022-10-31,FGT.L,Finsbury Growth & Income Trust,-1.0,43.0
2022-10-31,HOME.L,Home REIT,-1.0,43.0
2022-10-31,PFD.L,Premier Foods,-1.0,43.0
2022-10-31,SUPR.L,Supermarket Income REIT,-1.0,43.0
2022-10-31,DRX.L,Drax Group,-1.0,43.0
2022-10-31,CTY.L,City of London Investment Trust,-1.0,43.0
2022-10-31,PHP.L,Primary Health Properties,-1.0,44.0
2022-10-31,MRCH.L,Merchants Trust,-1.0,44.0
2022-10-31,CCC.L,Computacenter,-1.0,44.0
2022-10-31,GAW.L,Games Workshop Group,-1.0,44.0
2022-10-31,FEV.L,Fidelity European Trust,-1.0,44.0
2022-10-31,AGR.L,Assura,-1.0,44.0
2022-10-31,TRY.L,TR Property Investment Trust,-1.0,45.0
2022-10-31,ASHM.L,Ashmore Group,-1.0,45.0
2022-10-31,CBG.L,Close Brothers Group,-1.0,46.0
2022-10-31,HICL.L,HICL Infrastructure Company,-1.0,46.0
2022-10-31,HSL.L,Henderson Smaller Companies Investment Trust,-1.0,46.0
2022-10-31,PZC.L,PZ Cussons,-1.0,46.0
2022-10-31,CSP.L,Countryside Partnerships,-1.0,46.0
2022-10-31,IPO.L,IP Group,-1.0,46.0
2022-10-31,BAB.L,Babcock International,-1.0,46.0
2022-10-31,BVIC.L,Britvic,-1.0,47.0
2022-10-31,ASL.L,Aberforth Smaller Companies Trust,-1.0,47.0
2022-10-31,TIFS.L,TI Fluid Systems,-1.0,47.0
2022-10-31,SDP.L,Schroder AsiaPacific Fund,-1.0,47.0
2022-10-31,WWH.L,Worldwide Healthcare Trust,-1.0,47.0
2022-10-31,LXI.L,LXi REIT,-1.0,47.0
2022-10-31,MOON.L,Moonpig,-1.0,47.0
2022-10-31,CRST.L,Crest Nicholson,-1.0,47.0
2022-10-31,GEN.L,Genuit Group,-1.0,47.0
2022-10-31,HFG.L,Hilton Food Group,-1.0,47.0
2022-10-31,PNN.L,Pennon Group,-1.0,47.0
2022-10-31,RDW.L,Redrow,-1.0,48.0
2022-10-31,AML.L,Aston Martin Lagonda,-1.0,48.0
2022-10-31,UKCM.L,UK Commercial Property Trust,-1.0,48.0
2022-10-31,RSW.L,Renishaw,-1.0,48.0
2022-10-31,HAS.L,Hays,-1.0,48.0
2022-10-31,WOSG.L,Watches of Switzerland,-1.0,48.0
2022-10-31,HWDN.L,Howdens Joinery,-1.0,48.0
2022-10-31,SMWH.L,W H Smith,-1.0,48.0
2022-10-31,WKP.L,Workspace Group,-1.0,48.0
2022-10-31,BBGI.L,BBGI,-1.0,48.0
2022-10-31,SPI.L,Spire Healthcare,-1.0,48.0
2022-10-31,MAB.L,Mitchells & Butlers,-1.0,48.0
2022-10-31,DOCS.L,Dr. Martens,-1.0,48.0
2022-10-31,CLI.L,CLS Holdings,-1.0,48.0
2022-10-31,DLN.L,Derwent London,-1.0,49.0
2022-10-31,VTY.L,Vistry Group,-1.0,49.0
2022-10-31,GRI.L,Grainger,-1.0,49.0
2022-10-31,LMP.L,LondonMetric Property,-1.0,49.0
2022-10-31,MKS.L,Marks & Spencer Group,-1.0,49.0
2022-10-31,CCR.L,C&C Group,-1.0,49.0
2022-10-31,BBOX.L,Tritax Big Box REIT,-1.0,49.0
2022-10-31,TRN.L,Trainline,-1.0,49.0
2022-10-31,GROW.L,Molten Ventures,-1.0,49.0
2022-10-31,SCT.L,Softcat,-1.0,49.0
2022-10-31,BWY.L,Bellway,-1.0,49.0
2022-10-31,SSPG.L,SSP Group,-1.0,49.0
2022-10-31,SRE.L,Sirius Real Estate,-1.0,49.0
2022-10-31,FUTR.L,Future,-1.0,49.0
2022-10-31,GFTU.L,Grafton Group,-1.0,50.0
2022-10-31,SEIT.L,SDCL Energy Efficiency Income Trust,-1.0,51.0
2022-10-31,MSLH.L,Marshalls,-1.0,51.0
2022-10-31,VCT.L,Victrex,-1.0,51.0
2022-10-31,ATG.L,Auction Technology Group,-1.0,51.0
2022-10-31,GLO.L,ContourGlobal,-1.0,52.0
2022-10-31,GCP.L,GCP Infrastructure Investments,-1.0,52.0
2022-10-31,BCPT.L,Balanced Commercial Property Trust,-1.0,52.0
2022-10-31,ASC.L,ASOS,-1.0,52.0
2022-10-31,FDM.L,FDM Group,-1.0,52.0
2022-10-31,CAPC.L,Capital & Counties Properties,-1.0,53.0
2022-10-31,DOM.L,Domino's Pizza,-1.0,54.0
2022-10-31,FGP.L,FirstGroup,-1.0,55.0
2022-10-31,SVS.L,Savills,-1.0,56.0
2022-10-31,IDS.L,International Distributions Services,-1.0,57.0
2022-10-31,HIK.L,Hikma Pharmaceuticals,-1.0,58.0
2022-10-31,CNE.L,Capricorn Energy,1.0,58.0
2022-10-31,TCAP.L,TP ICAP,1.0,61.0
2022-10-31,SYNC.L,Syncona,-1.0,63.0
2022-10-31,ASCL.L,Ascential,-1.0,64.0
2022-10-31,888.L,888 Holdings,-1.0,70.0
2022-10-31,NETW.L,Network International,1.0,72.0
2022-10-31,FCSS.L,Fidelity China Special Situations,-1.0,75.0
2022-10-31,JDW.L,Wetherspoon (J D),-1.0,95.0
2022-10-31,SYNT.L,Synthomer,-1.0,100.0
2022-10-31,SHB.L,Shaftesbury,-1.0,125.0
2022-10-31,IWG.L,IWG,-1.0,130.0
