Date,Symbol,Name,Direction,Count
2022-11-14,BKNG,Booking Holdings,-1.0,22.0
2022-11-14,MAR,Marriott International,-1.0,23.0
2022-11-14,MDLZ,Mondelēz International,-1.0,23.0
2022-11-14,SGEN,Seagen,1.0,23.0
2022-11-14,SIRI,Sirius XM,-1.0,23.0
2022-11-14,LRCX,Lam Research,-1.0,23.0
2022-11-14,KLAC,KLA Corporation,-1.0,23.0
2022-11-14,ANSS,Ansys,-1.0,23.0
2022-11-14,FAST,Fastenal,-1.0,23.0
2022-11-14,MU,Micron Technology,-1.0,24.0
2022-11-14,NXPI,NXP,-1.0,24.0
2022-11-14,MRVL,Marvell Technology,-1.0,24.0
2022-11-14,ILMN,"Illumina, Inc.",-1.0,24.0
2022-11-14,AMD,AMD,-1.0,25.0
2022-11-14,TXN,Texas Instruments,-1.0,25.0
2022-11-14,EA,Electronic Arts,1.0,25.0
2022-11-14,TMUS,T-Mobile US,1.0,25.0
2022-11-14,ADBE,Adobe Inc.,-1.0,26.0
2022-11-14,META,Meta Platforms,-1.0,26.0
2022-11-14,VRTX,Vertex Pharmaceuticals,1.0,26.0
2022-11-14,NVDA,Nvidia,-1.0,26.0
2022-11-14,AMZN,Amazon,-1.0,27.0
2022-11-14,QCOM,Qualcomm,-1.0,27.0
2022-11-14,VRSN,Verisign,-1.0,27.0
2022-11-14,GOOG,Alphabet Inc. (Class C),-1.0,27.0
2022-11-14,GOOGL,Alphabet Inc. (Class A),-1.0,27.0
2022-11-14,ALGN,Align Technology,-1.0,27.0
2022-11-14,ABNB,Airbnb,-1.0,27.0
2022-11-14,WDAY,"Workday, Inc.",-1.0,27.0
2022-11-14,WBA,Walgreens Boots Alliance,-1.0,27.0
2022-11-14,VRSK,Verisk,-1.0,27.0
2022-11-14,SWKS,Skyworks Solutions,-1.0,27.0
2022-11-14,SPLK,Splunk,-1.0,27.0
2022-11-14,PYPL,PayPal,-1.0,27.0
2022-11-14,TSLA,"Tesla, Inc.",-1.0,27.0
2022-11-14,TEAM,Atlassian,-1.0,27.0
2022-11-14,AAPL,Apple Inc.,-1.0,27.0
2022-11-14,DOCU,DocuSign,-1.0,27.0
2022-11-14,DDOG,Datadog,-1.0,27.0
2022-11-14,CSX,CSX Corporation,-1.0,27.0
2022-11-14,CRWD,CrowdStrike,-1.0,27.0
2022-11-14,INTC,Intel,-1.0,27.0
2022-11-14,CMCSA,Comcast,-1.0,27.0
2022-11-14,ZM,Zoom Video Communications,-1.0,27.0
2022-11-14,CTSH,Cognizant,-1.0,27.0
2022-11-14,CSCO,Cisco,-1.0,27.0
2022-11-14,PANW,Palo Alto Networks,-1.0,27.0
2022-11-14,CHTR,Charter Communications,-1.0,27.0
2022-11-14,MTCH,Match Group,-1.0,27.0
2022-11-14,MELI,MercadoLibre,-1.0,27.0
2022-11-14,AVGO,Broadcom Inc.,-1.0,27.0
2022-11-14,MSFT,Microsoft,-1.0,27.0
2022-11-14,BIDU,Baidu,-1.0,27.0
2022-11-14,EBAY,eBay,-1.0,27.0
2022-11-14,ASML,ASML Holding,-1.0,27.0
2022-11-14,OKTA,"Okta, Inc.",-1.0,27.0
2022-11-14,AMAT,Applied Materials,-1.0,27.0
2022-11-14,LCID,Lucid Motors,-1.0,27.0
2022-11-14,ZS,Zscaler,-1.0,27.0
