Date,Symbol,Name,Direction,Count
2022-10-31,FTNT,Fortinet,-1.0,26.0
2022-10-31,GOOG,Alphabet Inc. (Class C),-1.0,26.0
2022-10-31,ALGN,Align Technology,-1.0,26.0
2022-10-31,ABNB,Airbnb,-1.0,26.0
2022-10-31,CSX,CSX Corporation,-1.0,26.0
2022-10-31,CRWD,CrowdStrike,-1.0,26.0
2022-10-31,MELI,MercadoLibre,-1.0,26.0
2022-10-31,VRSK,Verisk,-1.0,26.0
2022-10-31,HON,Honeywell,-1.0,26.0
2022-10-31,INTC,Intel,-1.0,26.0
2022-10-31,PANW,Palo Alto Networks,-1.0,26.0
2022-10-31,QCOM,Qualcomm,-1.0,26.0
2022-10-31,ASML,ASML Holding,-1.0,26.0
2022-10-31,AMAT,Applied Materials,-1.0,26.0
2022-10-31,LRCX,Lam Research,-1.0,26.0
2022-10-31,AAPL,Apple Inc.,-1.0,26.0
2022-10-31,KLAC,KLA Corporation,-1.0,26.0
2022-10-31,WBA,Walgreens Boots Alliance,-1.0,27.0
2022-10-31,SPLK,Splunk,-1.0,27.0
2022-10-31,WDAY,"Workday, Inc.",-1.0,27.0
2022-10-31,TSLA,"Tesla, Inc.",-1.0,27.0
2022-10-31,PYPL,PayPal,-1.0,27.0
2022-10-31,SWKS,Skyworks Solutions,-1.0,27.0
2022-10-31,VRSN,Verisign,-1.0,27.0
2022-10-31,ISRG,Intuitive Surgical,-1.0,27.0
2022-10-31,NVDA,Nvidia,-1.0,27.0
2022-10-31,ADBE,Adobe Inc.,-1.0,27.0
2022-10-31,GOOGL,Alphabet Inc. (Class A),-1.0,27.0
2022-10-31,AMZN,Amazon,-1.0,27.0
2022-10-31,ANSS,Ansys,-1.0,27.0
2022-10-31,TEAM,Atlassian,-1.0,27.0
2022-10-31,CHTR,Charter Communications,-1.0,27.0
2022-10-31,CSCO,Cisco,-1.0,27.0
2022-10-31,CTSH,Cognizant,-1.0,27.0
2022-10-31,CMCSA,Comcast,-1.0,27.0
2022-10-31,DDOG,Datadog,-1.0,27.0
2022-10-31,DOCU,DocuSign,-1.0,27.0
2022-10-31,EBAY,eBay,-1.0,27.0
2022-10-31,IDXX,Idexx Laboratories,-1.0,27.0
2022-10-31,ILMN,"Illumina, Inc.",-1.0,27.0
2022-10-31,INTU,Intuit,-1.0,27.0
2022-10-31,ZM,Zoom Video Communications,-1.0,27.0
2022-10-31,LCID,Lucid Motors,-1.0,27.0
2022-10-31,MRVL,Marvell Technology,-1.0,27.0
2022-10-31,MTCH,Match Group,-1.0,27.0
2022-10-31,OKTA,"Okta, Inc.",-1.0,27.0
2022-10-31,ZS,Zscaler,-1.0,27.0
